,acc_phone_x,acc_phone_y,acc_phone_z,labelwalking,labelstanding,labelbiking,labelsitting,labelrunning,labelontable,mag_phone_x,mag_phone_y,mag_phone_z,press_phone_pressure,pedom_phone_steps,pedom_phone_distance
2018-06-07 17:31:23.022,-9.51206665039,4.28004760742,1.14977416992,0,0,1,0,0,0,-41.4676783752,2.34717834472,-2.77246582031,101.4864,6049.0,4837.395
2018-06-07 17:31:23.272,-8.63868408203,5.58740844727,1.1071472168,0,0,1,0,0,0,-40.7618562317,6.42397735596,-1.28441894531,101.4864,6049.0,4837.395
2018-06-07 17:31:23.522,-9.17586693397,5.30178950383,0.89110154372,0,0,1,0,0,0,-42.4318240239,4.88624367347,-4.94725623498,101.4864,6049.0,4837.395
2018-06-07 17:31:23.772,-8.82446899414,3.28795776367,0.406201171875,0,0,1,0,0,0,-43.2547163391,2.0930657959,-8.76842041016,101.4864,6049.0,4837.395
2018-06-07 17:31:24.022,-9.76343994141,3.03833618164,-0.660284423828,0,0,1,0,0,0,-42.1448338318,-6.3362979126,-8.06953857422,101.4864,6049.0,4837.395
2018-06-07 17:31:24.272,-8.72484741211,1.3141784668,0.368865966797,0,0,1,0,0,0,-40.9919499207,-12.4050509644,-4.92309082031,101.4864,6049.0,4837.395
2018-06-07 17:31:24.522,-9.43128662109,2.14415893555,-0.138537597656,0,0,1,0,0,0,-43.617245636,-7.56900390625,-5.90849609375,101.4864,6049.0,4837.395
2018-06-07 17:31:24.772,-9.80638427735,4.88328857422,1.33055419922,0,0,1,0,0,0,-43.5837324524,3.21979522705,-4.24574707031,101.4864,6049.0,4837.395
2018-06-07 17:31:25.022,-8.92556762696,6.59243164062,0.869250488281,0,0,1,0,0,0,-42.187457428,3.94980957031,-5.20810791016,101.4864,6049.0,4837.395
2018-06-07 17:31:25.272,-9.30263671875,3.26031494141,0.757086181641,0,0,1,0,0,0,-41.9892353821,-1.67556915283,-9.31382812499,101.486392,6049.0,4837.395
2018-06-07 17:31:25.522,-9.44590454102,2.93077392578,-0.561505126953,0,0,1,0,0,0,-39.6996903992,-10.1464401245,-10.5661645508,101.4862,6049.0,4837.395
2018-06-07 17:31:25.772,-8.24853750376,1.43670302171,0.0281348595252,0,0,1,0,0,0,-36.6668950594,-15.0309841449,-5.89476834811,101.4862,6049.0,4837.395
2018-06-07 17:31:26.022,-9.84966430664,2.72085571289,-0.0898315429688,0,0,1,0,0,0,-40.6314567566,-7.80616577149,-4.77974365235,101.4862,6049.0,4837.395
2018-06-07 17:31:26.272,-9.88170776368,5.21292114258,0.984857177734,0,0,1,0,0,0,-40.6484870911,2.5022064209,-2.87189697266,101.4862,6049.0,4837.395
2018-06-07 17:31:26.522,-8.89527587891,5.44772338867,0.493951416016,0,0,1,0,0,0,-40.7264125061,1.94065826416,-7.21701904297,101.4862,6049.0,4837.395
2018-06-07 17:31:26.772,-9.67861938477,3.32826538086,-0.344567871093,0,0,1,0,0,0,-41.2439994812,-4.2941885376,-8.96600097657,101.4862,6049.0,4837.395
2018-06-07 17:31:27.022,-8.40314331054,1.91149902344,-0.262823486328,0,0,1,0,0,0,-39.3487867737,-13.3369833374,-5.857265625,101.4862,6049.0,4837.395
2018-06-07 17:31:27.272,-8.9592163086,1.52096557617,-0.203240966797,0,0,1,0,0,0,-40.2961573792,-12.7655535889,-4.76418212891,101.486024,6049.0,4837.395
2018-06-07 17:31:27.522,-10.151940918,4.4091796875,0.166815185547,0,0,1,0,0,0,-41.270002594,-2.5424923706,-4.0967578125,101.4858,6049.0,4837.395
2018-06-07 17:31:27.772,-9.32746582031,5.2057434082,0.686383056641,0,0,1,0,0,0,-41.3512916565,2.4653918457,-6.01456787109,101.4858,6049.0,4837.395
2018-06-07 17:31:28.022,-9.76477661133,3.64019775391,0.539447021485,0,0,1,0,0,0,-41.027507782,-2.02647003174,-8.17573486328,101.4858,6049.0,4837.395
2018-06-07 17:31:28.272,-9.16694641114,2.28432875413,-0.155909611629,0,0,1,0,0,0,-39.2997952975,-11.0528364915,-7.85133713942,101.4858,6049.0,4837.395
2018-06-07 17:31:28.522,-7.7246887207,0.687689208985,-0.370922851563,0,0,1,0,0,0,-37.9069664002,-13.41640625,-6.33247802734,101.4858,6049.0,4837.395
2018-06-07 17:31:28.772,-10.0430236816,3.57365112305,-0.0567443847656,0,0,1,0,0,0,-38.1874217224,-4.06223358154,-5.98485107422,101.4858,6049.0,4837.395
2018-06-07 17:31:29.022,-9.43050537109,5.23947143555,0.00228271484382,0,0,1,0,0,0,-35.9733891296,4.91115997314,-6.49652587891,101.4858,6049.0,4837.395
2018-06-07 17:31:29.272,-10.525994873,4.8414855957,0.10615234375,0,0,1,0,0,0,-35.3121369934,2.60246643066,-6.42210449219,101.4858,6049.0,4837.395
2018-06-07 17:31:29.522,-9.40713500977,1.8757019043,-0.775378417969,0,0,1,0,0,0,-36.7593074036,-2.5839553833,-9.2582836914,101.4858,6049.0,4837.395
2018-06-07 17:31:29.772,-7.53848876953,0.23267211914,-0.554968261718,0,0,1,0,0,0,-37.4079893494,-5.09001617432,-8.22605957031,101.4858,6049.0,4837.395
2018-06-07 17:31:30.022,-9.76923217774,3.90040893555,-0.254290771484,0,0,1,0,0,0,-38.9678816223,2.06854034424,-10.7026220703,101.4858,6049.0,4837.395
2018-06-07 17:31:30.272,-10.3394897461,5.53115844727,0.238806152344,0,0,1,0,0,0,-37.1401460266,4.25364624023,-13.7107421875,101.485416,6049.0,4837.395
2018-06-07 17:31:30.522,-9.02778930664,3.64426269531,-0.503149414063,0,0,1,0,0,0,-31.6445973206,1.62484924316,-15.4661230469,101.4854,6049.0,4837.395
2018-06-07 17:31:30.772,-9.80201721192,2.16713538537,-0.485082773062,0,0,1,0,0,0,-32.9964752197,-2.69380686833,-14.2153367263,101.4854,6049.0,4837.395
2018-06-07 17:31:31.022,-10.1275695801,1.02689819336,-0.126593017578,0,0,1,0,0,0,-36.5356166077,-7.93509918213,-11.8429760742,101.48548,6049.0,4837.395
2018-06-07 17:31:31.272,-10.7312561035,0.0783264160158,-0.672583007812,0,0,1,0,0,0,-36.4103770447,-11.9549414063,-9.95844726563,101.4858,6049.0,4837.395
2018-06-07 17:31:31.522,-8.13937988281,0.152313232422,-1.00355834961,0,0,1,0,0,0,-35.9838108826,-14.4056930542,-10.3209399414,101.4858,6049.0,4837.395
2018-06-07 17:31:31.772,-10.1534729004,1.51075439453,-1.12092285156,0,0,1,0,0,0,-36.7384391785,-12.550078125,-10.5404272461,101.4858,6049.0,4837.395
2018-06-07 17:31:32.022,-9.98232421875,1.2942199707,-0.992309570312,0,0,1,0,0,0,-37.951539154,-13.4649969482,-10.0320703125,101.485656,6049.0,4837.395
2018-06-07 17:31:32.272,-9.82512207031,1.1748840332,-1.15902099609,0,0,1,0,0,0,-38.5377586365,-13.7381304932,-11.5734448242,101.4854,6049.0,4837.395
2018-06-07 17:31:32.522,-9.8482421875,0.967626953124,-1.19771728516,0,0,1,0,0,0,-38.6853239441,-14.2500741577,-11.6715649414,101.4854,6049.0,4837.395
2018-06-07 17:31:32.772,-9.57365112305,0.982690429688,-1.12738647461,0,0,1,0,0,0,-39.0317506409,-14.6996356201,-11.5956030273,101.4854,6049.0,4837.395
2018-06-07 17:31:33.022,-9.76171053373,1.26412024865,-1.00444500263,0,0,1,0,0,0,-38.8663115868,-13.7821015578,-10.0171367939,101.4854,6049.0,4837.395
2018-06-07 17:31:33.272,-9.42803344727,1.48251342773,-0.924450683594,0,0,1,0,0,0,-38.9498234558,-13.1903012085,-7.74001953125,101.4854,6049.0,4837.395
2018-06-07 17:31:33.522,-9.31196289062,3.40154418945,-0.467175292969,0,0,1,0,0,0,-39.2835328674,-8.4326373291,-6.36237792969,101.4854,6049.0,4837.395
