,device_type,pressure,sensor_type,timestamps
7095,smartphone,101.4528,pressure,1.528135540000212e+18
7096,smartphone,101.4543,pressure,1.528135541000212e+18
7097,smartphone,101.4543,pressure,1.528135542000212e+18
7098,smartphone,101.4532,pressure,1.5281355430002132e+18
7099,smartphone,101.4531,pressure,1.5281355440002132e+18
7100,smartphone,101.4529,pressure,1.5281355450002132e+18
7101,smartphone,101.4519,pressure,1.5281355450002132e+18
7102,smartphone,101.4519,pressure,1.528135547000214e+18
7103,smartphone,101.4526,pressure,1.528135548000214e+18
7104,smartphone,101.4527,pressure,1.528135548000214e+18
7105,smartphone,101.4527,pressure,1.528135550000216e+18
7106,smartphone,101.4543,pressure,1.528135550000216e+18
7107,smartphone,101.4543,pressure,1.528135552000215e+18
7108,smartphone,101.455,pressure,1.528135553000216e+18
7109,smartphone,101.4543,pressure,1.528135553000216e+18
7110,smartphone,101.455,pressure,1.528135555000217e+18
7111,smartphone,101.4558,pressure,1.528135555000217e+18
7112,smartphone,101.4559,pressure,1.5281355569999532e+18
7113,smartphone,101.4559,pressure,1.5281355579999532e+18
7114,smartphone,101.4568,pressure,1.528135558999957e+18
7115,smartphone,101.4568,pressure,1.5281355599999608e+18
7116,smartphone,101.4568,pressure,1.528135560999964e+18
7117,smartphone,101.4555,pressure,1.528135561999968e+18
7118,smartphone,101.4555,pressure,1.528135561999968e+18
7119,smartphone,101.4557,pressure,1.528135563999966e+18
7120,smartphone,101.456,pressure,1.528135564999971e+18
7121,smartphone,101.4563,pressure,1.528135565999976e+18
7122,smartphone,101.4566,pressure,1.528135566999981e+18
7123,smartphone,101.456,pressure,1.528135567999987e+18
7124,smartphone,101.4549,pressure,1.5281355689999918e+18
7125,smartphone,101.4549,pressure,1.5281355699999982e+18
7126,smartphone,101.4565,pressure,1.5281355710000038e+18
7127,smartphone,101.4567,pressure,1.528135572000009e+18
7128,smartphone,101.4585,pressure,1.528135573000012e+18
7129,smartphone,101.4585,pressure,1.528135574000016e+18
7130,smartphone,101.4563,pressure,1.528135575000019e+18
7131,smartphone,101.4534,pressure,1.528135576000023e+18
7132,smartphone,101.45299999999999,pressure,1.528135577000026e+18
7133,smartphone,101.45299999999999,pressure,1.528135578000029e+18
7134,smartphone,101.4551,pressure,1.528135579000032e+18
7135,smartphone,101.4552,pressure,1.528135580000035e+18
7136,smartphone,101.4552,pressure,1.528135581000036e+18
7137,smartphone,101.4575,pressure,1.5281355820000381e+18
7138,smartphone,101.4584,pressure,1.528135583000041e+18
7139,smartphone,101.4575,pressure,1.528135584000043e+18
7140,smartphone,101.4555,pressure,1.5281355850000448e+18
7141,smartphone,101.4569,pressure,1.5281355860000468e+18
7142,smartphone,101.4555,pressure,1.5281355860000468e+18
7143,smartphone,101.4566,pressure,1.528135587000048e+18
7144,smartphone,101.4561,pressure,1.528135588000051e+18
7145,smartphone,101.4561,pressure,1.528135589000051e+18
7146,smartphone,101.4561,pressure,1.5281355900000538e+18
7147,smartphone,101.4558,pressure,1.528135591000055e+18
7148,smartphone,101.4562,pressure,1.528135592000056e+18
7149,smartphone,101.4558,pressure,1.528135593000057e+18
7150,smartphone,101.4548,pressure,1.528135594000059e+18
7151,smartphone,101.4545,pressure,1.528135595000061e+18
7152,smartphone,101.4545,pressure,1.528135596000062e+18
7153,smartphone,101.4572,pressure,1.528135597000062e+18
7154,smartphone,101.4575,pressure,1.528135598000065e+18
7155,smartphone,101.4575,pressure,1.528135599000065e+18
7156,smartphone,101.45700000000001,pressure,1.528135600000066e+18
7157,smartphone,101.456,pressure,1.528135601000067e+18
7158,smartphone,101.4543,pressure,1.5281356020000678e+18
7159,smartphone,101.4548,pressure,1.52813560300007e+18
7160,smartphone,101.4567,pressure,1.52813560400007e+18
7161,smartphone,101.4574,pressure,1.5281356050000712e+18
7162,smartphone,101.4567,pressure,1.528135606000072e+18
7163,smartphone,101.4555,pressure,1.528135607000073e+18
7164,smartphone,101.4555,pressure,1.528135608000074e+18
7165,smartphone,101.4558,pressure,1.528135609000074e+18
7166,smartphone,101.4558,pressure,1.528135610000075e+18
7167,smartphone,101.4545,pressure,1.528135611000077e+18
7168,smartphone,101.4545,pressure,1.528135612000077e+18
7169,smartphone,101.4542,pressure,1.528135613000078e+18
7170,smartphone,101.4547,pressure,1.5281356140000788e+18
7171,smartphone,101.4544,pressure,1.5281356150000801e+18
7172,smartphone,101.4547,pressure,1.5281356160000801e+18
7173,smartphone,101.4562,pressure,1.528135617000082e+18
7174,smartphone,101.45700000000001,pressure,1.528135618000082e+18
7175,smartphone,101.45700000000001,pressure,1.528135619000083e+18
7176,smartphone,101.4564,pressure,1.528135620000083e+18
7177,smartphone,101.4553,pressure,1.528135621000084e+18
7178,smartphone,101.4553,pressure,1.528135622000085e+18
7179,smartphone,101.4564,pressure,1.528135623000085e+18
7180,smartphone,101.4569,pressure,1.5281356240000858e+18
7181,smartphone,101.4564,pressure,1.528135625000087e+18
7182,smartphone,101.4556,pressure,1.528135626000087e+18
7183,smartphone,101.4556,pressure,1.528135627000089e+18
7184,smartphone,101.4573,pressure,1.528135628000089e+18
7185,smartphone,101.4573,pressure,1.52813562900009e+18
7186,smartphone,101.4568,pressure,1.52813562900009e+18
7187,smartphone,101.4566,pressure,1.52813563100009e+18
7188,smartphone,101.4558,pressure,1.528135632000092e+18
7189,smartphone,101.4549,pressure,1.528135633000092e+18
7190,smartphone,101.4558,pressure,1.528135634000092e+18
7191,smartphone,101.4562,pressure,1.528135635000094e+18
7192,smartphone,101.4562,pressure,1.528135635000094e+18
7193,smartphone,101.4561,pressure,1.528135637000095e+18
7194,smartphone,101.4561,pressure,1.528135638000095e+18
7195,smartphone,101.4563,pressure,1.528135639000096e+18
7196,smartphone,101.4586,pressure,1.528135640000096e+18
7197,smartphone,101.4579,pressure,1.528135641000097e+18
7198,smartphone,101.4567,pressure,1.528135642000098e+18
7199,smartphone,101.4542,pressure,1.528135643000098e+18
7200,smartphone,101.4542,pressure,1.528135643000098e+18
7201,smartphone,101.4548,pressure,1.5281356450000988e+18
7202,smartphone,101.4569,pressure,1.5281356460000998e+18
7203,smartphone,101.4569,pressure,1.5281356470000998e+18
7204,smartphone,101.4558,pressure,1.528135648000101e+18
7205,smartphone,101.4556,pressure,1.5281356490001021e+18
7206,smartphone,101.4558,pressure,1.5281356500001021e+18
7207,smartphone,101.4539,pressure,1.528135651000103e+18
7208,smartphone,101.4545,pressure,1.528135652000104e+18
7209,smartphone,101.4545,pressure,1.528135653000104e+18
7210,smartphone,101.455,pressure,1.5281356540001052e+18
7211,smartphone,101.455,pressure,1.5281356550001052e+18
7212,smartphone,101.454,pressure,1.528135656000106e+18
7213,smartphone,101.454,pressure,1.528135657000106e+18
7214,smartphone,101.4553,pressure,1.528135658000107e+18
7215,smartphone,101.4564,pressure,1.528135659000108e+18
7216,smartphone,101.4564,pressure,1.528135660000108e+18
7217,smartphone,101.4558,pressure,1.528135660000108e+18
7218,smartphone,101.4558,pressure,1.5281356620001098e+18
7219,smartphone,101.4562,pressure,1.5281356630001098e+18
7220,smartphone,101.4564,pressure,1.5281356640001108e+18
7221,smartphone,101.4602,pressure,1.5281356650001108e+18
7222,smartphone,101.4602,pressure,1.5281356660001108e+18
7223,smartphone,101.4577,pressure,1.528135667000113e+18
7224,smartphone,101.45700000000001,pressure,1.528135667000113e+18
7225,smartphone,101.45700000000001,pressure,1.528135669000113e+18
7226,smartphone,101.4559,pressure,1.528135670000114e+18
7227,smartphone,101.4553,pressure,1.528135671000114e+18
7228,smartphone,101.4553,pressure,1.528135672000114e+18
7229,smartphone,101.4579,pressure,1.5281356730001152e+18
7230,smartphone,101.4579,pressure,1.5281356740001162e+18
7231,smartphone,101.4575,pressure,1.528135675000117e+18
7232,smartphone,101.4557,pressure,1.528135676000117e+18
7233,smartphone,101.4554,pressure,1.528135676000117e+18
7234,smartphone,101.4527,pressure,1.528135678000119e+18
7235,smartphone,101.4527,pressure,1.528135679000119e+18
7236,smartphone,101.4527,pressure,1.528135680000119e+18
7237,smartphone,101.4524,pressure,1.5281356810001198e+18
7238,smartphone,101.4523,pressure,1.5281356820001198e+18
7239,smartphone,101.4519,pressure,1.528135683000121e+18
7240,smartphone,101.4523,pressure,1.528135684000122e+18
7241,smartphone,101.4519,pressure,1.528135685000122e+18
7242,smartphone,101.4523,pressure,1.5281356860001231e+18
7243,smartphone,101.4525,pressure,1.5281356870001231e+18
7244,smartphone,101.4525,pressure,1.528135688000124e+18
7245,smartphone,101.4525,pressure,1.528135689000125e+18
7246,smartphone,101.4524,pressure,1.528135690000125e+18
7247,smartphone,101.4524,pressure,1.528135691000126e+18
7248,smartphone,101.4517,pressure,1.528135692000126e+18
7249,smartphone,101.4517,pressure,1.5281356930001267e+18
7250,smartphone,101.4544,pressure,1.5281356940001267e+18
7251,smartphone,101.4544,pressure,1.528135695000128e+18
7252,smartphone,101.4528,pressure,1.528135696000129e+18
7253,smartphone,101.4535,pressure,1.528135697000129e+18
7254,smartphone,101.4519,pressure,1.5281356980001303e+18
7255,smartphone,101.4535,pressure,1.5281356990001303e+18
7256,smartphone,101.4525,pressure,1.528135700000131e+18
7257,smartphone,101.4535,pressure,1.528135701000132e+18
7258,smartphone,101.4525,pressure,1.528135702000132e+18
7259,smartphone,101.4536,pressure,1.528135703000132e+18
7260,smartphone,101.4515,pressure,1.528135704000133e+18
7261,smartphone,101.4536,pressure,1.528135705000134e+18
7262,smartphone,101.4541,pressure,1.528135706000134e+18
7263,smartphone,101.4541,pressure,1.528135707000134e+18
7264,smartphone,101.4557,pressure,1.528135708000135e+18
7265,smartphone,101.4532,pressure,1.528135709000136e+18
7266,smartphone,101.4532,pressure,1.528135710000136e+18
7267,smartphone,101.4532,pressure,1.528135711000137e+18
7268,smartphone,101.4532,pressure,1.528135711000137e+18
7269,smartphone,101.4532,pressure,1.528135713000138e+18
7270,smartphone,101.4506,pressure,1.528135714000139e+18
7271,smartphone,101.4506,pressure,1.528135715000139e+18
7272,smartphone,101.4495,pressure,1.52813571600014e+18
7273,smartphone,101.4495,pressure,1.5281357170001408e+18
7274,smartphone,101.4516,pressure,1.5281357170001408e+18
7275,smartphone,101.4516,pressure,1.5281357190001408e+18
7276,smartphone,101.4516,pressure,1.528135720000142e+18
7277,smartphone,101.4534,pressure,1.528135721000143e+18
7278,smartphone,101.4537,pressure,1.528135722000143e+18
7279,smartphone,101.4537,pressure,1.5281357230001441e+18
7280,smartphone,101.4537,pressure,1.5281357240001441e+18
7281,smartphone,101.4546,pressure,1.528135725000145e+18
7282,smartphone,101.4546,pressure,1.528135726000145e+18
7283,smartphone,101.4514,pressure,1.5281357270001462e+18
7284,smartphone,101.4514,pressure,1.5281357270001462e+18
7285,smartphone,101.45100000000001,pressure,1.5281357290001472e+18
7286,smartphone,101.4518,pressure,1.5281357300001472e+18
7287,smartphone,101.4529,pressure,1.528135731000149e+18
7288,smartphone,101.4539,pressure,1.528135732000149e+18
7289,smartphone,101.454,pressure,1.528135732000149e+18
7290,smartphone,101.4546,pressure,1.52813573400015e+18
7291,smartphone,101.4546,pressure,1.528135735000151e+18
7292,smartphone,101.4531,pressure,1.528135736000151e+18
7293,smartphone,101.4531,pressure,1.5281357370001518e+18
7294,smartphone,101.4527,pressure,1.5281357380001518e+18
7295,smartphone,101.4527,pressure,1.5281357390001518e+18
7296,smartphone,101.4542,pressure,1.528135740000154e+18
7297,smartphone,101.4548,pressure,1.528135740000154e+18
7298,smartphone,101.4548,pressure,1.528135742000154e+18
7299,smartphone,101.4565,pressure,1.528135743000154e+18
7300,smartphone,101.4553,pressure,1.5281357440001562e+18
7301,smartphone,101.4553,pressure,1.5281357450001562e+18
7302,smartphone,101.4547,pressure,1.5281357460001572e+18
7303,smartphone,101.4547,pressure,1.5281357470001572e+18
7304,smartphone,101.4544,pressure,1.528135748000158e+18
7305,smartphone,101.4525,pressure,1.528135749000159e+18
7306,smartphone,101.4525,pressure,1.528135749000159e+18
7307,smartphone,101.4525,pressure,1.52813575100016e+18
7308,smartphone,101.4501,pressure,1.52813575200016e+18
7309,smartphone,101.4506,pressure,1.528135753000161e+18
7310,smartphone,101.4516,pressure,1.528135754000161e+18
7311,smartphone,101.4536,pressure,1.5281357550001618e+18
7312,smartphone,101.454,pressure,1.528135756000163e+18
7313,smartphone,101.4536,pressure,1.528135757000163e+18
7314,smartphone,101.4536,pressure,1.528135758000164e+18
7315,smartphone,101.4519,pressure,1.528135759000164e+18
7316,smartphone,101.4519,pressure,1.5281357600001649e+18
7317,smartphone,101.4509,pressure,1.5281357610001649e+18
7318,smartphone,101.4509,pressure,1.5281357620001649e+18
7319,smartphone,101.45299999999999,pressure,1.528135763000166e+18
7320,smartphone,101.45299999999999,pressure,1.528135764000167e+18
7321,smartphone,101.45299999999999,pressure,1.5281357650001682e+18
7322,smartphone,101.4515,pressure,1.5281357660001682e+18
7323,smartphone,101.4507,pressure,1.528135767000169e+18
7324,smartphone,101.4507,pressure,1.528135768000169e+18
7325,smartphone,101.4545,pressure,1.528135769000169e+18
7326,smartphone,101.4545,pressure,1.52813577000017e+18
7327,smartphone,101.4526,pressure,1.52813577100017e+18
7328,smartphone,101.4512,pressure,1.5281357720001713e+18
7329,smartphone,101.4512,pressure,1.528135773000172e+18
7330,smartphone,101.4514,pressure,1.528135774000172e+18
7331,smartphone,101.4514,pressure,1.528135775000173e+18
7332,smartphone,101.4518,pressure,1.528135776000174e+18
7333,smartphone,101.4518,pressure,1.528135777000175e+18
7334,smartphone,101.4518,pressure,1.528135778000175e+18
7335,smartphone,101.4533,pressure,1.528135778000175e+18
7336,smartphone,101.4544,pressure,1.5281357800001759e+18
7337,smartphone,101.4555,pressure,1.528135781000177e+18
7338,smartphone,101.4555,pressure,1.528135782000177e+18
7339,smartphone,101.4546,pressure,1.528135783000177e+18
7340,smartphone,101.4541,pressure,1.528135784000178e+18
7341,smartphone,101.454,pressure,1.528135785000178e+18
7342,smartphone,101.4527,pressure,1.52813578600018e+18
7343,smartphone,101.4527,pressure,1.52813578600018e+18
7344,smartphone,101.4527,pressure,1.52813578800018e+18
7345,smartphone,101.4532,pressure,1.528135789000181e+18
7346,smartphone,101.4534,pressure,1.528135790000182e+18
7347,smartphone,101.4547,pressure,1.528135791000182e+18
7348,smartphone,101.4547,pressure,1.528135792000182e+18
7349,smartphone,101.4547,pressure,1.528135793000184e+18
7350,smartphone,101.4545,pressure,1.528135794000184e+18
7351,smartphone,101.4545,pressure,1.528135795000185e+18
7352,smartphone,101.4509,pressure,1.528135795000185e+18
7353,smartphone,101.4509,pressure,1.5281357970001859e+18
7354,smartphone,101.4509,pressure,1.5281357980001859e+18
7355,smartphone,101.4509,pressure,1.5281357980001859e+18
7356,smartphone,101.4509,pressure,1.528135800000187e+18
7357,smartphone,101.4526,pressure,1.5281358010001882e+18
7358,smartphone,101.4526,pressure,1.5281358020001882e+18
7359,smartphone,101.4526,pressure,1.5281358030001892e+18
7360,smartphone,101.4528,pressure,1.5281358040001892e+18
7361,smartphone,101.4528,pressure,1.52813580500019e+18
7362,smartphone,101.4528,pressure,1.528135806000191e+18
7363,smartphone,101.4542,pressure,1.528135807000192e+18
7364,smartphone,101.4547,pressure,1.528135808000192e+18
7365,smartphone,101.4552,pressure,1.528135809000192e+18
7366,smartphone,101.45200000000001,pressure,1.5281358100001928e+18
7367,smartphone,101.4553,pressure,1.5281358110001938e+18
7368,smartphone,101.4524,pressure,1.5281358120001938e+18
7369,smartphone,101.4532,pressure,1.528135813000195e+18
7370,smartphone,101.4524,pressure,1.528135813000195e+18
7371,smartphone,101.4532,pressure,1.528135814000195e+18
7372,smartphone,101.4526,pressure,1.528135815000196e+18
7373,smartphone,101.4526,pressure,1.528135816000196e+18
7374,smartphone,101.4517,pressure,1.528135817000197e+18
7375,smartphone,101.4517,pressure,1.5281358180001981e+18
7376,smartphone,101.4529,pressure,1.5281358190001981e+18
7377,smartphone,101.4531,pressure,1.5281358200001981e+18
7378,smartphone,101.4531,pressure,1.5281358210001992e+18
7379,smartphone,101.4537,pressure,1.5281358220001992e+18
7380,smartphone,101.454,pressure,1.5281358230002e+18
7381,smartphone,101.454,pressure,1.528135824000201e+18
7382,smartphone,101.454,pressure,1.528135825000202e+18
7383,smartphone,101.4545,pressure,1.528135826000202e+18
7384,smartphone,101.4554,pressure,1.528135827000203e+18
7385,smartphone,101.4566,pressure,1.528135827000203e+18
7386,smartphone,101.4566,pressure,1.5281358290002038e+18
7387,smartphone,101.4569,pressure,1.528135830000205e+18
7388,smartphone,101.4561,pressure,1.528135831000205e+18
7389,smartphone,101.4549,pressure,1.528135832000206e+18
7390,smartphone,101.4542,pressure,1.528135833000206e+18
7391,smartphone,101.4541,pressure,1.5281358340002068e+18
7392,smartphone,101.4541,pressure,1.5281358350002068e+18
7393,smartphone,101.4538,pressure,1.5281358360002068e+18
7394,smartphone,101.4534,pressure,1.528135837000208e+18
7395,smartphone,101.4534,pressure,1.528135837000208e+18
7396,smartphone,101.4523,pressure,1.52813583900021e+18
7397,smartphone,101.4523,pressure,1.52813584000021e+18
7398,smartphone,101.45299999999999,pressure,1.528135841000211e+18
7399,smartphone,101.4535,pressure,1.528135842000211e+18
7400,smartphone,101.45299999999999,pressure,1.528135843000211e+18
7401,smartphone,101.4528,pressure,1.528135844000212e+18
7402,smartphone,101.4529,pressure,1.528135844000212e+18
7403,smartphone,101.4529,pressure,1.5281358460002132e+18
7404,smartphone,101.4517,pressure,1.528135847000214e+18
7405,smartphone,101.4517,pressure,1.528135848000214e+18
7406,smartphone,101.4512,pressure,1.528135849000215e+18
7407,smartphone,101.4537,pressure,1.528135850000215e+18
7408,smartphone,101.4519,pressure,1.528135851000216e+18
7409,smartphone,101.454,pressure,1.528135851000216e+18
7410,smartphone,101.45299999999999,pressure,1.5281358530002179e+18
7411,smartphone,101.45299999999999,pressure,1.5281358540002179e+18
7412,smartphone,101.4497,pressure,1.5281358550002179e+18
7413,smartphone,101.4497,pressure,1.528135856000219e+18
7414,smartphone,101.4498,pressure,1.528135857000219e+18
7415,smartphone,101.4498,pressure,1.52813585800022e+18
7416,smartphone,101.4498,pressure,1.52813585900022e+18
7417,smartphone,101.4503,pressure,1.528135860000221e+18
7418,smartphone,101.4503,pressure,1.528135861000221e+18
7419,smartphone,101.4491,pressure,1.5281358620002232e+18
7420,smartphone,101.4516,pressure,1.5281358630002232e+18
7421,smartphone,101.4516,pressure,1.5281358640002232e+18
7422,smartphone,101.4516,pressure,1.528135865000224e+18
7423,smartphone,101.4518,pressure,1.528135866000225e+18
7424,smartphone,101.4518,pressure,1.528135867000225e+18
7425,smartphone,101.4515,pressure,1.528135868000225e+18
7426,smartphone,101.4512,pressure,1.528135869000226e+18
7427,smartphone,101.45,pressure,1.528135870000226e+18
7428,smartphone,101.45,pressure,1.528135871000227e+18
7429,smartphone,101.4512,pressure,1.528135872000227e+18
7430,smartphone,101.4521,pressure,1.5281358730002278e+18
7431,smartphone,101.4532,pressure,1.5281358740002289e+18
7432,smartphone,101.4552,pressure,1.5281358750002289e+18
7433,smartphone,101.4557,pressure,1.5281358760002301e+18
7434,smartphone,101.4557,pressure,1.5281358770002301e+18
7435,smartphone,101.4549,pressure,1.528135878000231e+18
7436,smartphone,101.4536,pressure,1.528135879000231e+18
7437,smartphone,101.4536,pressure,1.528135880000232e+18
7438,smartphone,101.4548,pressure,1.528135881000232e+18
7439,smartphone,101.4532,pressure,1.528135882000233e+18
7440,smartphone,101.4532,pressure,1.528135883000234e+18
7441,smartphone,101.45200000000001,pressure,1.5281358840002348e+18
7442,smartphone,101.4532,pressure,1.5281358850002348e+18
7443,smartphone,101.4532,pressure,1.528135886000236e+18
7444,smartphone,101.4532,pressure,1.528135887000236e+18
7445,smartphone,101.4528,pressure,1.528135888000237e+18
7446,smartphone,101.4519,pressure,1.528135889000237e+18
7447,smartphone,101.4506,pressure,1.528135890000238e+18
7448,smartphone,101.4498,pressure,1.528135890000238e+18
7449,smartphone,101.4498,pressure,1.528135892000239e+18
7450,smartphone,101.4509,pressure,1.528135893000239e+18
7451,smartphone,101.4509,pressure,1.52813589400024e+18
7452,smartphone,101.4505,pressure,1.5281358950002412e+18
7453,smartphone,101.4505,pressure,1.5281358950002412e+18
7454,smartphone,101.4505,pressure,1.528135897000242e+18
7455,smartphone,101.4495,pressure,1.528135898000243e+18
7456,smartphone,101.4495,pressure,1.528135899000243e+18
7457,smartphone,101.4514,pressure,1.528135900000243e+18
7458,smartphone,101.4515,pressure,1.528135901000244e+18
7459,smartphone,101.4524,pressure,1.5281359020002447e+18
7460,smartphone,101.4529,pressure,1.5281359030002447e+18
7461,smartphone,101.4529,pressure,1.528135904000246e+18
7462,smartphone,101.4529,pressure,1.528135905000246e+18
7463,smartphone,101.45200000000001,pressure,1.528135906000247e+18
7464,smartphone,101.4498,pressure,1.528135907000247e+18
7465,smartphone,101.4498,pressure,1.528135908000248e+18
7466,smartphone,101.4512,pressure,1.5281359090002488e+18
7467,smartphone,101.4526,pressure,1.5281359100002488e+18
7468,smartphone,101.4526,pressure,1.52813591100025e+18
7469,smartphone,101.4525,pressure,1.5281359120002511e+18
7470,smartphone,101.4525,pressure,1.5281359130002511e+18
7471,smartphone,101.45100000000001,pressure,1.528135914000252e+18
7472,smartphone,101.4479,pressure,1.528135915000252e+18
7473,smartphone,101.4479,pressure,1.528135916000252e+18
7474,smartphone,101.4509,pressure,1.528135917000253e+18
7475,smartphone,101.4527,pressure,1.528135918000254e+18
7476,smartphone,101.4524,pressure,1.528135919000254e+18
7477,smartphone,101.4524,pressure,1.5281359200002552e+18
7478,smartphone,101.4515,pressure,1.5281359210002552e+18
7479,smartphone,101.4536,pressure,1.528135922000257e+18
7480,smartphone,101.45299999999999,pressure,1.528135922000257e+18
7481,smartphone,101.4536,pressure,1.528135924000257e+18
7482,smartphone,101.4537,pressure,1.528135925000258e+18
7483,smartphone,101.4537,pressure,1.528135926000258e+18
7484,smartphone,101.4527,pressure,1.5281359270002588e+18
7485,smartphone,101.4515,pressure,1.5281359280002598e+18
7486,smartphone,101.4515,pressure,1.5281359290002598e+18
7487,smartphone,101.4515,pressure,1.5281359300002598e+18
7488,smartphone,101.4484,pressure,1.5281359310002609e+18
7489,smartphone,101.4484,pressure,1.5281359320002621e+18
7490,smartphone,101.4484,pressure,1.5281359330002621e+18
7491,smartphone,101.4492,pressure,1.528135934000263e+18
7492,smartphone,101.4493,pressure,1.528135935000263e+18
7493,smartphone,101.4496,pressure,1.5281359360002642e+18
7494,smartphone,101.4496,pressure,1.5281359370002652e+18
7495,smartphone,101.4493,pressure,1.5281359380002652e+18
7496,smartphone,101.45,pressure,1.528135939000266e+18
7497,smartphone,101.4513,pressure,1.528135940000266e+18
7498,smartphone,101.4513,pressure,1.528135941000267e+18
7499,smartphone,101.4504,pressure,1.528135942000267e+18
7500,smartphone,101.4502,pressure,1.528135943000268e+18
7501,smartphone,101.4497,pressure,1.528135944000268e+18
7502,smartphone,101.4491,pressure,1.528135945000269e+18
7503,smartphone,101.4491,pressure,1.5281359460002698e+18
7504,smartphone,101.4496,pressure,1.5281359470002698e+18
7505,smartphone,101.4501,pressure,1.5281359480002698e+18
7506,smartphone,101.4496,pressure,1.528135949000271e+18
7507,smartphone,101.4501,pressure,1.5281359500002721e+18
7508,smartphone,101.4495,pressure,1.528135951000273e+18
7509,smartphone,101.45,pressure,1.528135952000273e+18
7510,smartphone,101.4486,pressure,1.528135952000273e+18
7511,smartphone,101.45,pressure,1.528135954000275e+18
7512,smartphone,101.4483,pressure,1.528135955000275e+18
7513,smartphone,101.4475,pressure,1.528135956000275e+18
7514,smartphone,101.4493,pressure,1.528135957000276e+18
7515,smartphone,101.4478,pressure,1.528135958000277e+18
7516,smartphone,101.4493,pressure,1.528135959000277e+18
7517,smartphone,101.4509,pressure,1.528135960000278e+18
7518,smartphone,101.4509,pressure,1.528135961000278e+18
7519,smartphone,101.4497,pressure,1.528135962000279e+18
7520,smartphone,101.4496,pressure,1.528135963000279e+18
7521,smartphone,101.4472,pressure,1.528135964000279e+18
7522,smartphone,101.4472,pressure,1.52813596500028e+18
7523,smartphone,101.4498,pressure,1.52813596600028e+18
7524,smartphone,101.4498,pressure,1.528135967000282e+18
7525,smartphone,101.4498,pressure,1.528135967000282e+18
7526,smartphone,101.4501,pressure,1.528135969000283e+18
7527,smartphone,101.4535,pressure,1.528135970000283e+18
7528,smartphone,101.4527,pressure,1.528135971000284e+18
7529,smartphone,101.4527,pressure,1.528135972000284e+18
7530,smartphone,101.4516,pressure,1.528135973000285e+18
7531,smartphone,101.4509,pressure,1.528135974000285e+18
7532,smartphone,101.4508,pressure,1.528135975000286e+18
7533,smartphone,101.4508,pressure,1.5281359760002867e+18
7534,smartphone,101.4513,pressure,1.5281359760002867e+18
7535,smartphone,101.4515,pressure,1.528135978000288e+18
7536,smartphone,101.4515,pressure,1.528135979000288e+18
7537,smartphone,101.4515,pressure,1.528135980000289e+18
7538,smartphone,101.4509,pressure,1.528135980000289e+18
7539,smartphone,101.4509,pressure,1.528135982000289e+18
7540,smartphone,101.4506,pressure,1.528135982000289e+18
7541,smartphone,101.4506,pressure,1.528135984000106e+18
7542,smartphone,101.45,pressure,1.528135984000106e+18
7543,smartphone,101.45,pressure,1.52813598600009e+18
7544,smartphone,101.45,pressure,1.5281359870000911e+18
7545,smartphone,101.4496,pressure,1.5281359880000911e+18
7546,smartphone,101.4496,pressure,1.5281359880000911e+18
7547,smartphone,101.45200000000001,pressure,1.528135990000088e+18
7548,smartphone,101.4522,pressure,1.528135990000088e+18
7549,smartphone,101.45200000000001,pressure,1.528135992000087e+18
7550,smartphone,101.45100000000001,pressure,1.528135992000087e+18
7551,smartphone,101.449,pressure,1.528135994000088e+18
7552,smartphone,101.449,pressure,1.528135994000088e+18
7553,smartphone,101.4508,pressure,1.528135996000078e+18
7554,smartphone,101.4509,pressure,1.528135996000078e+18
7555,smartphone,101.4509,pressure,1.528135998000077e+18
7556,smartphone,101.4502,pressure,1.528135998000077e+18
7557,smartphone,101.4502,pressure,1.528136000000075e+18
7558,smartphone,101.4503,pressure,1.528136000000075e+18
7559,smartphone,101.4508,pressure,1.528136002000076e+18
7560,smartphone,101.4503,pressure,1.528136003000076e+18
7561,smartphone,101.4499,pressure,1.528136004000077e+18
7562,smartphone,101.4497,pressure,1.528136005000078e+18
7563,smartphone,101.4497,pressure,1.528136006000078e+18
7564,smartphone,101.4497,pressure,1.5281360070000788e+18
7565,smartphone,101.4501,pressure,1.5281360080000801e+18
7566,smartphone,101.4501,pressure,1.5281360090000801e+18
7567,smartphone,101.4502,pressure,1.5281360100000812e+18
7568,smartphone,101.4498,pressure,1.528136011000082e+18
7569,smartphone,101.4497,pressure,1.528136012000082e+18
7570,smartphone,101.4497,pressure,1.528136013000083e+18
7571,smartphone,101.45,pressure,1.528136014000083e+18
7572,smartphone,101.4518,pressure,1.528136015000084e+18
7573,smartphone,101.4518,pressure,1.528136016000084e+18
7574,smartphone,101.4496,pressure,1.5281360170000858e+18
7575,smartphone,101.4496,pressure,1.5281360180000858e+18
7576,smartphone,101.4496,pressure,1.528136019000087e+18
7577,smartphone,101.4507,pressure,1.528136020000087e+18
7578,smartphone,101.4531,pressure,1.528136021000088e+18
7579,smartphone,101.4538,pressure,1.528136022000088e+18
7580,smartphone,101.455,pressure,1.528136023000088e+18
7581,smartphone,101.4557,pressure,1.52813602400009e+18
7582,smartphone,101.455,pressure,1.52813602500009e+18
7583,smartphone,101.4474,pressure,1.5281360260000911e+18
7584,smartphone,101.4468,pressure,1.5281360270000911e+18
7585,smartphone,101.4466,pressure,1.528136028000092e+18
7586,smartphone,101.4468,pressure,1.528136029000093e+18
